G_GAN,G_L1,D_loss,
6.634,2523.485,-7.045,
7.170,561.618,-7.593,
7.802,456.942,-2.917,
7.194,465.809,-2.608,
7.368,1973.885,-8.811,
7.873,2159.716,-3.222,
8.088,2187.332,-7.644,
6.435,550.927,-6.583,
7.541,2289.112,-6.155,
6.938,736.330,-3.137,
6.692,2406.604,-2.572,
7.524,2283.970,-8.323,
6.978,2223.565,-3.390,
6.361,436.063,-2.998,
8.936,620.470,-3.884,
5.345,702.164,-3.243,
5.559,2273.486,-3.305,
5.155,655.315,-2.806,
7.407,1843.029,-11.029,
4.864,2395.896,-3.011,
6.881,805.268,-6.038,
6.412,2402.140,-4.705,
4.949,2489.890,-3.455,
5.411,572.647,-5.127,
4.789,419.138,-2.643,
6.104,535.189,-6.504,
5.215,512.615,-2.377,
6.806,549.394,-3.419,
8.489,1942.373,-5.443,
4.420,2148.903,-3.803,
6.602,2337.104,-3.346,
6.961,2354.454,-8.243,
4.865,533.265,-3.033,
4.376,601.192,-5.020,
5.735,502.826,-2.530,
5.570,457.532,-6.558,
4.633,614.984,-3.117,
6.152,589.666,-2.337,
6.878,2114.051,-5.614,
6.530,2458.792,-7.574,
6.739,696.553,-2.796,
5.612,2092.898,-2.276,
5.981,2278.117,-3.230,
5.433,592.833,-2.817,
7.011,720.051,-6.472,
6.138,586.456,-3.489,
5.690,493.895,-5.588,
6.204,2122.240,-3.259,
5.317,507.526,-4.374,
4.863,641.928,-4.736,
6.891,2098.855,-2.747,
5.953,2388.687,-2.876,
6.849,2147.059,-3.591,
6.287,2338.939,-4.179,
6.361,2374.369,-7.901,
6.094,2232.920,-2.865,
5.041,2527.525,-3.202,
4.808,2221.352,-3.610,
5.035,612.586,-2.586,
8.790,1867.961,-5.279,
5.915,2070.482,-3.925,
5.175,535.819,-3.474,
6.238,560.792,-2.810,
7.144,629.003,-6.259,
5.099,2300.216,-3.586,
6.713,2093.347,-3.738,
6.746,683.406,-6.565,
5.425,660.429,-2.979,
4.857,482.223,-2.638,
6.415,1973.075,-3.525,
5.281,549.391,-2.374,
6.548,448.084,-2.428,
6.411,2352.991,-8.406,
8.174,556.554,-6.554,
6.507,2260.010,-7.081,
6.005,392.137,-2.670,
5.775,355.766,-2.492,
5.941,615.643,-2.385,
6.946,415.541,-5.072,
4.944,601.526,-2.519,
5.654,431.962,-2.399,
5.924,2477.587,-2.491,
6.005,2474.333,-3.817,
7.398,2222.437,-6.586,
6.384,550.219,-4.252,
6.655,392.213,-6.194,
8.160,2052.116,-4.387,
5.333,474.286,-2.689,
8.173,597.555,-9.227,
5.137,661.736,-3.194,
7.610,2338.253,-7.387,
6.827,2250.809,-3.563,
6.130,519.847,-6.778,
5.896,410.798,-2.451,
6.327,2215.612,-3.397,
5.669,590.711,-3.006,
6.007,2173.595,-3.272,
4.817,368.699,-2.466,
5.878,468.012,-2.874,
7.446,2588.397,-8.849,
6.551,2075.831,-5.408,
6.665,2382.793,-2.975,
6.012,2183.790,-3.812,
6.259,1937.026,-3.981,
5.149,540.013,-3.221,
5.232,2370.646,-2.948,
5.951,2262.147,-3.971,
5.641,458.114,-3.323,
5.922,2454.352,-3.265,
7.917,2432.173,-3.438,
5.913,551.578,-3.380,
6.118,2353.651,-7.131,
5.509,2156.766,-3.800,
4.868,2084.609,-5.121,
6.391,513.684,-3.183,
6.377,2060.130,-3.526,
6.060,439.093,-3.540,
6.860,2161.741,-9.159,
5.299,586.699,-6.636,
5.259,651.266,-4.081,
5.632,622.159,-6.938,
6.695,528.843,-4.517,
5.744,631.123,-2.922,
6.691,2316.812,-2.920,
6.596,2055.446,-3.159,
6.499,2197.587,-3.961,
5.769,602.282,-5.518,
5.651,628.391,-3.406,
6.666,1947.590,-3.998,
4.044,521.263,-4.986,
6.258,2303.135,-3.103,
5.966,550.561,-3.216,
5.339,2233.600,-5.951,
6.196,441.227,-6.807,
7.036,2438.412,-7.577,
5.032,447.857,-2.825,
6.508,1972.159,-4.206,
5.561,509.228,-3.349,
4.426,470.657,-2.482,
7.045,356.860,-2.752,
5.416,545.535,-2.769,
5.895,512.156,-2.726,
6.121,448.619,-4.902,
5.318,566.638,-3.186,
7.359,2117.667,-4.701,
6.442,2290.462,-3.861,
6.050,587.798,-5.709,
5.852,458.128,-2.863,
4.997,682.428,-2.472,
7.973,634.035,-3.903,
7.177,464.798,-3.107,
5.892,820.049,-6.346,
6.385,2117.117,-3.028,
5.323,2173.352,-2.592,
5.676,553.858,-3.387,
6.142,932.534,-6.714,
5.533,2016.822,-3.694,
6.700,2252.843,-8.307,
4.476,579.201,-3.014,
5.460,2268.228,-2.673,
5.216,462.648,-3.709,
6.630,1884.849,-8.983,
6.637,746.487,-3.300,
6.493,2090.114,-2.850,
7.450,2326.414,-2.441,
5.107,454.812,-6.399,
7.150,510.915,-8.155,
6.115,508.984,-2.767,
5.882,2165.133,-2.777,
9.002,2275.100,-9.096,
5.760,634.131,-7.528,
6.375,741.453,-3.521,
6.261,420.312,-2.899,
6.162,1834.699,-4.812,
6.051,2438.546,-3.469,
4.344,715.973,-6.218,
5.381,2143.004,-3.921,
5.227,679.561,-3.185,
5.263,2229.341,-3.716,
5.973,2193.032,-6.137,
6.276,2535.616,-7.559,
5.196,937.252,-3.744,
6.306,2143.552,-3.467,
6.067,639.301,-6.382,
6.653,537.745,-3.030,
6.653,402.157,-4.778,
5.991,449.100,-2.220,
5.500,2130.342,-3.361,
4.433,463.413,-5.407,
5.756,2317.740,-4.320,
6.055,520.946,-6.814,
6.261,2184.058,-3.481,
6.806,514.470,-3.173,
8.548,1925.318,-9.917,
6.865,2152.095,-4.243,
5.868,752.190,-5.834,
5.063,2389.625,-3.592,
6.402,2370.592,-3.485,
6.017,2074.466,-3.036,
5.460,391.693,-2.571,
4.941,615.945,-3.158,
5.019,2061.488,-3.222,
6.358,2219.335,-6.426,
6.346,2294.509,-6.066,
5.335,2101.199,-4.159,
5.898,2138.702,-3.486,
5.267,2391.875,-3.263,
5.154,2213.569,-4.259,
5.240,516.974,-2.574,
5.730,2175.409,-3.851,
5.699,507.728,-6.239,
4.023,588.518,-6.180,
6.641,2187.397,-8.727,
6.439,2185.270,-3.189,
6.563,2235.778,-3.942,
4.537,2140.839,-3.577,
7.409,1934.126,-8.890,
6.878,2442.088,-9.173,
5.589,455.518,-2.695,
4.167,534.192,-6.502,
3.743,2322.129,-8.258,
6.327,2015.027,-10.363,
4.753,2257.221,-10.471,
5.726,2276.119,-3.485,
5.007,2182.653,-3.010,
4.296,2144.045,-3.885,
4.189,751.143,-3.383,
6.728,2098.475,-3.054,
5.474,2038.834,-4.452,
6.400,2092.646,-3.909,
4.869,2446.164,-3.285,
5.260,2092.518,-3.522,
6.282,589.878,-6.979,
6.168,2299.543,-6.839,
5.323,671.988,-3.530,
5.267,2271.850,-9.647,
6.415,2011.649,-3.794,
6.945,2400.711,-7.939,
6.483,2267.149,-6.678,
5.787,547.176,-5.176,
5.268,2049.807,-8.973,
5.074,1936.677,-3.516,
4.522,725.685,-2.821,
6.103,901.194,-7.714,
5.546,2293.186,-3.996,
5.404,580.740,-7.623,
5.641,465.883,-3.343,
4.403,2099.239,-3.495,
4.052,2139.429,-3.916,
5.373,2667.328,-2.471,
8.857,2340.896,-8.853,
7.256,2093.604,-9.358,
4.905,2389.077,-3.330,
5.986,2504.551,-2.694,
4.829,618.603,-6.429,
4.584,2061.768,-4.079,
5.637,385.551,-2.863,
4.739,2137.226,-3.828,
4.728,499.437,-3.840,
5.201,2033.227,-3.627,
5.037,544.290,-7.405,
5.472,2045.873,-2.676,
5.159,2156.587,-3.281,
6.115,408.059,-2.520,
5.902,547.246,-2.944,
6.446,2510.549,-9.234,
4.377,652.857,-2.883,
5.977,542.047,-6.549,
4.919,457.355,-3.965,
5.144,390.705,-4.699,
5.506,512.045,-8.100,
5.018,400.362,-2.658,
3.868,2271.478,-3.767,
4.909,2345.750,-3.474,
2.472,2467.266,-5.519,
4.905,521.387,-7.118,
3.984,634.209,-3.764,
4.986,2228.631,-3.810,
6.245,563.258,-2.609,
5.802,2154.259,-3.963,
4.970,441.294,-2.924,
3.506,663.688,-7.449,
4.288,2130.134,-7.782,
4.783,531.963,-6.276,
4.516,587.506,-6.131,
6.876,582.365,-9.545,
5.317,1883.032,-2.947,
3.912,504.612,-2.691,
6.797,2106.157,-3.497,
4.570,2146.659,-6.617,
6.544,2286.615,-4.066,
4.135,817.085,-6.607,
4.561,2373.971,-3.628,
5.041,456.707,-2.913,
4.266,2053.629,-3.474,
5.311,2555.676,-7.023,
4.898,2592.623,-4.551,
5.552,2084.105,-3.450,
4.289,2180.287,-3.327,
4.821,494.898,-7.451,
4.706,460.274,-2.920,
5.049,534.857,-2.943,
5.088,593.864,-6.154,
4.812,474.363,-2.869,
5.108,2306.514,-9.784,
4.618,645.491,-7.742,
6.184,511.744,-9.170,
6.032,545.321,-6.290,
4.697,1977.781,-2.301,
6.731,2384.161,-9.685,
5.729,2330.064,-9.716,
5.738,507.161,-3.162,
4.549,705.496,-5.296,
4.806,563.269,-4.081,
4.345,2217.609,-2.239,
4.633,2182.661,-3.693,
5.425,481.794,-3.225,
5.101,423.496,-5.889,
4.770,2333.017,-3.372,
3.781,442.665,-2.713,
5.958,2101.823,-2.767,
5.875,401.016,-5.794,
6.819,741.180,-6.544,
6.383,2488.471,-8.744,
4.195,2294.082,-2.712,
5.759,450.507,-2.948,
5.762,548.877,-3.632,
5.194,2201.003,-3.389,
5.744,592.596,-3.453,
3.398,2270.860,-3.394,
4.055,2185.550,-7.184,
3.750,2022.405,-3.395,
4.263,697.385,-2.973,
3.756,517.065,-2.764,
5.353,2043.678,-8.644,
4.925,2239.063,-3.551,
4.825,519.656,-4.179,
3.935,901.998,-7.347,
4.430,737.584,-6.336,
4.054,2288.534,-4.128,
5.151,542.745,-3.600,
5.345,2422.604,-3.823,
6.073,613.446,-2.050,
2.997,784.776,-3.633,
3.021,438.888,-5.432,
4.810,571.859,-3.124,
3.405,2115.378,-4.301,
5.097,2069.261,-3.529,
5.782,586.934,-3.072,
4.696,2212.528,-2.945,
7.406,2426.218,-8.589,
4.063,2046.775,-8.836,
3.576,653.946,-3.162,
3.825,2312.186,-7.828,
3.894,503.401,-5.017,
5.915,2669.399,-4.267,
3.720,2209.478,-3.687,
4.814,647.248,-6.575,
4.639,535.791,-3.127,
3.564,2303.822,-7.552,
5.968,2129.117,-6.435,
5.144,2074.181,-2.885,
5.905,1924.930,-5.434,
5.145,2238.655,-4.194,
3.783,2328.961,-3.162,
5.297,2289.230,-3.934,
5.442,2443.035,-2.666,
5.278,548.350,-6.596,
5.486,2052.625,-2.565,
5.904,449.271,-2.838,
5.172,504.418,-6.747,
4.453,442.794,-3.064,
5.095,504.994,-3.978,
6.722,2558.455,-3.379,
5.755,1942.289,-9.434,
4.721,481.805,-3.721,
5.689,407.510,-3.049,
4.370,2269.517,-6.023,
4.866,2191.472,-4.136,
6.501,2231.975,-8.189,
5.169,2080.940,-3.152,
4.220,2364.532,-3.674,
6.418,2388.435,-4.489,
5.341,2099.534,-4.838,
5.769,536.454,-3.557,
4.343,1978.166,-2.349,
5.507,528.630,-7.513,
5.029,2020.057,-3.442,
4.637,2242.327,-8.719,
5.016,560.926,-6.301,
3.802,2103.678,-2.669,
5.190,636.725,-4.724,
5.881,2415.930,-3.958,
4.437,2001.399,-5.071,
5.161,529.736,-3.507,
5.635,416.848,-7.991,
5.327,2125.169,-2.187,
4.905,560.740,-2.875,
5.838,1077.409,-2.904,
5.108,397.957,-2.701,
5.981,611.224,-3.424,
4.633,2066.846,-3.211,
5.767,695.735,-4.226,
5.767,882.167,-5.666,
5.490,2480.510,-9.788,
4.629,614.930,-6.113,
5.499,572.011,-2.684,
4.781,384.894,-2.401,
6.462,561.723,-3.108,
7.536,2306.959,-5.932,
5.870,591.702,-5.581,
5.374,2581.534,-4.431,
4.804,613.525,-3.383,
5.329,600.393,-8.494,
5.071,567.360,-4.028,
5.573,410.512,-2.566,
6.088,548.963,-3.061,
4.782,534.934,-6.868,
5.704,2132.108,-4.110,
5.366,541.888,-3.528,
3.621,906.359,-6.441,
5.699,2180.759,-3.988,
5.275,2372.398,-3.477,
5.503,521.999,-2.325,
6.723,2147.573,-9.075,
5.534,2254.276,-8.065,
6.655,2102.180,-8.314,
6.815,455.588,-6.601,
4.141,2182.247,-4.203,
3.805,2028.835,-10.458,
4.383,2496.204,-6.373,
4.916,589.495,-7.255,
4.771,556.500,-1.842,
4.652,461.486,-6.735,
5.387,526.286,-2.477,
3.976,748.228,-3.022,
4.250,2200.564,-8.279,
4.506,492.139,-6.053,
5.795,557.984,-6.173,
5.551,1982.203,-4.393,
5.133,636.410,-3.115,
5.726,468.399,-2.671,
5.209,396.763,-2.699,
3.601,518.913,-3.184,
6.818,2001.018,-7.725,
5.649,2229.817,-9.054,
5.589,429.563,-3.339,
5.664,2176.096,-7.242,
5.348,2059.642,-3.936,
3.563,2029.061,-3.505,
5.963,2148.101,-3.602,
6.364,2181.782,-3.170,
6.160,607.541,-5.413,
6.069,350.823,-2.725,
4.462,724.072,-2.995,
5.948,2340.123,-3.845,
4.522,530.765,-2.725,
4.745,544.717,-6.707,
6.238,433.606,-4.101,
6.278,2280.887,-9.021,
6.098,477.312,-5.670,
4.967,387.037,-3.132,
6.837,2216.594,-7.883,
4.520,521.435,-3.176,
6.287,2360.471,-5.009,
6.223,391.304,-3.045,
6.480,2182.761,-6.425,
4.719,430.240,-7.224,
5.065,2175.461,-2.489,
5.536,546.584,-7.126,
6.439,551.645,-3.743,
5.530,1970.800,-3.986,
4.878,511.783,-3.330,
6.249,561.086,-7.685,
6.634,2116.830,-9.604,
6.017,408.407,-2.467,
4.783,464.851,-2.442,
4.974,1831.890,-8.514,
3.721,446.624,-2.641,
6.476,2083.880,-8.498,
6.516,2175.448,-10.619,
5.809,2216.028,-5.881,
5.831,2157.444,-3.051,
5.120,2109.336,-3.803,
5.858,2022.412,-3.961,
5.163,2415.481,-3.378,
4.822,2141.430,-3.880,
6.043,665.236,-3.604,
5.545,633.496,-4.499,
5.905,501.792,-3.021,
4.590,403.345,-2.445,
5.316,2298.751,-3.585,
5.757,2083.015,-3.668,
7.209,2207.068,-7.977,
6.078,2397.122,-2.521,
5.218,2376.600,-3.596,
5.420,2120.338,-3.227,
5.676,2221.180,-3.361,
5.120,436.563,-3.631,
5.369,2288.690,-3.740,
5.735,2062.952,-3.408,
5.622,2296.735,-3.932,
4.612,2410.306,-8.415,
5.487,2283.605,-3.573,
5.847,2299.831,-9.100,
4.356,2357.699,-4.101,
5.068,2233.742,-3.815,
5.214,567.821,-5.958,
4.633,2097.832,-3.798,
4.938,425.324,-6.440,
4.603,2097.898,-4.178,
4.873,560.202,-3.295,
5.867,2233.630,-4.565,
5.946,444.305,-7.136,
6.069,647.663,-4.256,
6.482,477.038,-3.873,
7.081,2368.340,-3.915,
5.887,322.335,-2.594,
6.345,476.233,-3.687,
4.862,424.810,-2.784,
5.351,502.949,-7.746,
4.442,626.271,-3.987,
5.039,2155.624,-7.072,
5.555,2053.355,-8.823,
4.945,478.878,-5.319,
5.678,1995.269,-6.424,
5.159,509.304,-3.703,
5.856,551.293,-3.191,
5.954,1896.602,-5.250,
6.007,549.206,-8.199,
6.563,2328.585,-10.045,
6.092,360.052,-2.768,
5.799,2084.402,-4.490,
3.259,497.821,-6.053,
4.226,1006.891,-4.122,
5.185,451.424,-6.980,
5.328,2043.706,-4.066,
5.602,2301.909,-4.052,
3.753,2064.270,-3.390,
4.533,534.644,-3.201,
4.526,516.636,-3.500,
5.376,509.729,-6.464,
4.159,514.610,-4.143,
5.302,1133.789,-7.631,
5.330,2302.117,-3.744,
4.991,578.044,-3.594,
6.934,1988.631,-6.386,
5.180,2224.791,-3.678,
6.043,1974.976,-3.477,
6.890,2330.762,-10.647,
5.229,1050.576,-4.959,
4.430,676.034,-4.763,
4.371,479.068,-3.018,
6.820,462.654,-5.493,
5.027,547.336,-4.318,
4.556,504.489,-2.868,
5.047,2377.725,-3.903,
5.637,450.777,-3.653,
4.608,645.449,-3.350,
5.676,903.070,-7.598,
4.400,2290.533,-3.390,
6.063,2164.380,-3.606,
4.958,2068.965,-8.818,
4.767,2238.623,-7.418,
5.423,425.726,-2.826,
6.910,2649.052,-8.386,
5.428,645.312,-3.854,
4.611,2041.240,-4.162,
4.323,2208.156,-9.780,
5.856,2196.316,-7.505,
5.344,568.601,-2.928,
4.293,2291.472,-8.122,
4.867,1476.480,-3.966,
3.940,663.354,-3.033,
4.890,2271.142,-3.339,
4.711,314.887,-3.014,
4.488,2049.195,-8.221,
3.718,2274.641,-8.033,
4.545,2142.657,-3.458,
5.462,2342.045,-9.316,
4.733,2043.947,-3.823,
4.499,508.935,-6.043,
3.874,562.504,-3.519,
5.037,1861.589,-4.913,
4.209,541.693,-4.160,
4.260,638.020,-4.272,
4.409,532.103,-6.723,
4.195,2259.108,-3.583,
5.004,2346.125,-10.991,
5.567,453.179,-5.375,
4.235,2143.131,-2.950,
5.304,695.910,-3.905,
4.295,1016.285,-5.870,
4.747,515.010,-2.700,
5.831,2437.569,-10.242,
4.004,2035.630,-5.724,
5.604,569.762,-5.957,
6.252,2174.179,-3.657,
5.926,1998.781,-8.220,
4.864,2169.876,-4.428,
4.551,493.016,-7.962,
4.120,2002.748,-3.972,
3.959,2100.717,-7.424,
6.145,741.751,-6.581,
6.628,2413.803,-8.522,
5.394,538.803,-4.050,
5.064,555.470,-6.053,
4.836,428.809,-2.725,
4.507,561.685,-5.945,
4.121,515.678,-3.297,
5.468,2006.432,-4.233,
5.884,2483.128,-10.217,
6.393,497.976,-8.281,
4.335,409.153,-6.067,
5.435,467.139,-2.751,
5.518,2166.630,-4.511,
4.776,2343.765,-3.816,
3.525,597.252,-5.717,
5.068,625.008,-5.529,
5.723,494.477,-6.870,
4.623,373.050,-3.634,
4.883,2046.031,-3.472,
5.491,2194.516,-3.724,
4.324,562.865,-4.028,
4.582,2159.145,-3.846,
5.562,535.401,-7.170,
4.981,2340.817,-7.078,
4.763,2164.445,-4.240,
5.476,360.640,-2.717,
5.509,2368.677,-4.269,
5.057,2321.538,-6.338,
5.130,440.532,-2.709,
5.487,536.732,-7.034,
4.448,486.680,-4.770,
5.758,326.189,-2.929,
5.091,2112.343,-5.301,
4.218,2024.029,-5.692,
5.144,606.779,-3.682,
4.425,472.319,-2.460,
3.008,601.510,-3.507,
5.069,725.059,-6.921,
2.278,653.205,-3.873,
3.155,557.803,-5.745,
2.983,2273.183,-4.371,
4.991,2115.620,-10.646,
4.333,446.166,-5.900,
5.520,2558.184,-4.203,
4.787,356.258,-2.572,
4.781,2155.838,-8.451,
4.577,526.904,-3.161,
4.399,534.741,-6.737,
4.889,2093.166,-3.014,
5.761,2533.562,-5.048,
3.777,541.622,-3.756,
4.275,2517.952,-6.370,
5.726,2096.990,-3.969,
5.728,608.333,-8.134,
5.469,2344.725,-3.928,
4.595,2110.733,-3.538,
4.669,597.416,-3.363,
5.814,2406.398,-3.966,
3.948,2209.991,-3.479,
5.226,2170.171,-7.955,
4.862,1470.499,-3.117,
4.212,645.577,-4.094,
4.861,596.322,-8.236,
3.942,2300.001,-10.169,
4.300,2223.726,-3.095,
5.038,2095.187,-3.513,
3.578,752.268,-6.829,
6.105,2022.129,-8.086,
4.545,1091.462,-4.076,
4.951,667.143,-5.766,
5.596,2293.759,-8.894,
5.807,2287.199,-3.141,
5.205,2301.795,-7.136,
4.160,622.678,-3.295,
5.242,2225.601,-3.857,
3.037,567.582,-3.674,
7.046,1975.307,-6.492,
4.265,496.357,-2.886,
5.121,453.470,-3.159,
4.391,1990.078,-4.497,
4.832,501.218,-4.013,
5.842,2033.968,-4.535,
4.843,633.440,-3.989,
4.487,524.958,-3.920,
6.024,543.311,-4.983,
5.650,2177.111,-3.539,
3.254,488.478,-2.986,
4.557,2194.385,-2.321,
5.359,375.703,-2.633,
4.252,2267.843,-3.617,
3.820,532.448,-6.535,
5.518,2272.550,-3.837,
5.715,683.176,-9.383,
6.103,2356.585,-8.668,
5.527,2259.679,-7.613,
5.151,2271.930,-2.919,
5.421,605.987,-3.484,
6.829,2296.790,-7.028,
5.582,2191.284,-7.179,
5.205,484.819,-3.094,
5.660,388.075,-2.803,
5.641,465.889,-2.790,
5.146,2006.333,-4.064,
5.768,1846.197,-5.639,
4.622,476.096,-3.405,
5.236,2123.972,-4.297,
5.225,2548.526,-5.179,
5.573,2419.156,-3.794,
6.099,2368.476,-4.495,
4.797,2233.625,-3.738,
6.466,1994.329,-5.639,
4.675,2059.710,-8.206,
5.001,2456.288,-3.434,
6.088,2261.866,-2.946,
5.401,2402.433,-7.722,
4.980,517.229,-7.927,
6.581,2040.363,-9.446,
5.794,2173.948,-9.309,
6.001,2056.189,-7.776,
5.244,2223.216,-10.896,
5.997,713.235,-3.891,
4.344,2057.232,-8.003,
6.035,2343.007,-4.124,
5.124,2273.990,-3.693,
4.938,472.576,-3.070,
5.436,2244.966,-3.680,
5.398,1104.863,-5.290,
5.404,601.111,-8.632,
4.992,2215.183,-4.018,
4.745,2425.953,-3.064,
5.768,706.214,-3.399,
4.680,2088.442,-6.453,
5.352,431.149,-3.397,
5.198,389.321,-2.837,
5.305,2054.174,-3.826,
4.542,574.373,-5.642,
5.659,2213.632,-4.504,
5.243,2458.674,-3.668,
5.511,455.550,-6.517,
5.058,2131.055,-3.908,
6.140,583.493,-6.957,
5.197,655.095,-3.070,
6.124,538.065,-6.930,
4.480,545.768,-5.263,
5.476,429.354,-2.865,
4.349,422.812,-2.452,
5.454,2104.504,-6.145,
4.296,924.700,-5.169,
5.558,2282.113,-2.558,
5.999,455.156,-5.720,
5.573,2215.201,-4.406,
5.171,2152.353,-3.537,
5.030,461.095,-4.354,
5.227,2134.550,-10.914,
5.276,487.234,-5.858,
4.913,519.970,-3.281,
5.388,717.689,-3.247,
5.729,2325.928,-4.503,
4.860,480.098,-4.724,
4.729,506.943,-2.707,
5.972,496.450,-6.581,
5.271,2048.577,-4.134,
4.987,2368.278,-6.313,
5.385,2141.046,-10.482,
5.565,2253.592,-3.591,
5.767,1997.592,-4.308,
5.672,2436.384,-3.380,
5.465,363.002,-2.716,
5.674,563.237,-5.544,
4.882,2290.765,-4.104,
5.202,2254.098,-5.621,
6.447,1982.800,-9.703,
5.358,472.555,-2.595,
6.123,1932.665,-10.282,
5.417,382.149,-2.270,
5.299,2435.344,-3.661,
5.337,460.861,-3.962,
5.533,2323.744,-4.030,
5.177,2268.272,-3.668,
5.402,812.190,-4.470,
5.505,2349.289,-9.452,
5.991,516.277,-9.495,
5.090,442.353,-2.827,
5.568,2387.460,-6.619,
